filename,lob,SectionID,SectionName,CLASLabel,ScreenField,CLASField,Type,Required,Length,Allowkeys,Min-Max,Tooltip,Enable,DropdownValue,StoredValue,ErrorMessage,Comments
CPPropertyInput.aspx,WebApplications,pnliInsuredValuesItem, COP Insured Values,,txtYear3PV,CpPf3YrSmYear3Values,TextBox,,10," 0-9,.",,1.),,,,,
CPPropertyInput.aspx,WebApplications,pnliInsuredValuesItem, COP Insured Values,,txtYear2,CpPf3YrSmYear2,TextBox,,4," 0-9,.",,1.),,,,,
CPPropertyInput.aspx,WebApplications,pnliInsuredValuesItem, COP Insured Values,,txtYear2PV,CpPf3YrSmYear2Values,TextBox,,10," 0-9,.",,1.),,,,,
CPPropertyInput.aspx,WebApplications,pnliInsuredValuesItem, COP Insured Values,,txtYear1,CpPf3YrSmYear1,TextBox,,4," 0-9,.",,1.),,,,,
CPPropertyInput.aspx,WebApplications,pnliInsuredValuesItem, COP Insured Values,,txtYear1PV,CpPf3YrSmYear1Values,TextBox,,10," 0-9,.",,1.),,,,,
CPPropertyInput.aspx,WebApplications,pnliInsuredValuesItem, COP Insured Values,Total 3-Year Insured Values,lbltotal,,label,,,,,,,,,,
CPPropertyInput.aspx,WebApplications,pnliInsuredValuesItem, COP Insured Values,,txtYearPVTotal,CpPf3YrSmTotal3YearValues,TextBox,,10," 0-9,.",,1.),,,,,
CPPropertyInput.aspx,WebApplications,pnliInsuredValuesItem, COP Insured Values,Losses within the past 3 years?,lblloswth3yrs,,label,,,,,,,,,,
CPPropertyInput.aspx,WebApplications,pnliInsuredValuesItem, COP Insured Values,,chk3YearLoss,,CheckBox,,,,,,,,,,
CPPropertyInput.aspx,WebApplications,pnliDeductibleType, Deductible Type,Total Gross Loss,lblTotalGrossLoss,,label,,,,,,,,,,
CPPropertyInput.aspx,WebApplications,pnliDeductibleType, Deductible Type,,txtYearTotal,,TextBox,,10," 0-9,.",,1.),,,,,
CPPropertyInput.aspx,WebApplications,pnliDeductibleType, Deductible Type,Total 3-Year Net Normal Losses,lblTotal3YearNormalLoss,,label,,,,,,,,,,
CPPropertyInput.aspx,WebApplications,pnliDeductibleType, Deductible Type,,txtTtlNrmLoss,CpPf3YrTtlNrmLoss,TextBox,,10,,,,,,,,
,,,,,,,,,,,,,,,,,
CPPropertyInput.aspx,WebApplications,splScheduledPerils, Multiple Deductible,All Other covered perils not listed below,chkCpPfMltDedSPrlAllOth,CpPfMltDedSPrlAllOthInd,CheckBox,,,,,1.),,,Y,,
CPPropertyInput.aspx,WebApplications,splScheduledPerils, Multiple Deductible,%,txtCpPfMltDedSPrlAllOthPct,,TextBox,,2,,,,,,,,
CPPropertyInput.aspx,WebApplications,splScheduledPerils, Multiple Deductible,$,txtCpPfMltDedSPrlAllOthAmt,,TextBox,,8,,,,,,,,
,,,,,,,,,,,,,,,,,
CPPropertyInput.aspx,WebApplications,splScheduledPerils, Multiple Deductible,Breakage of Glass,chkCpPfMltDedSPrlBrkg,"1.)CpPfMltDedSPrlBrkgInd
2.)CpPfMltDedSPrlBrkgPct
3.)CpPfMltDedSPrlBrkgAmt",CheckBox,,,,,1.),,,Y,,
CPPropertyInput.aspx,WebApplications,splScheduledPerils, Multiple Deductible,,ddlCpPfMltDedSPrlBrkgPct,CpPfMltDedSPrlBrkgPct,DropDownList,,,,,1.),,"1.)Proc name: uspSelect_CP_Percatge_Loss_Deductible
,Key name:PFPercent,Paramater:"," Help_Value
",,
CPPropertyInput.aspx,WebApplications,splScheduledPerils, Multiple Deductible,""" ' ""$",ddlCpPfMltDedSPrlBrkgAmt,CpPfMltDedSPrlBrkgAmt,DropDownList,,,,,1.),,,,,
,,,,,,,,,,,,,,,,,
CPPropertyInput.aspx,WebApplications,splScheduledPerils, Multiple Deductible,Hail,chkCpPfMltDedSPrlHail,"1.)CpPfMltDedSPrlHailInd
2.)CpPfMltDedSPrlHailPct
3.)CpPfMltDedSPrlHailAmt",CheckBox,,,,,1.),,,Y,,
CPPropertyInput.aspx,WebApplications,splScheduledPerils, Multiple Deductible,,ddlCpPfMltDedSPrlHailPct,CpPfMltDedSPrlHailPct,DropDownList,,,,,1.),,"1.)Proc name: uspSelect_CP_Percatge_Loss_Deductible
,Key name:PFPercent,Paramater:"," Help_Value
",,
CPPropertyInput.aspx,WebApplications,splScheduledPerils, Multiple Deductible,""" ' ""$",ddlCpPfMltDedSPrlHailAmt,CpPfMltDedSPrlHailAmt,DropDownList,,,,,1.),,,,,
,,,,,,,,,,,,,,,,,
CPPropertyInput.aspx,WebApplications,splScheduledPerils, Multiple Deductible,Lightning,chkCpPfMltDedSPrlLight,"1.)CpPfMltDedSPrlLghtngInd
2.)CpPfMltDedSPrlLghtngPct
3.)CpPfMltDedSPrlLghtngAmt",CheckBox,,,,,1.),,,Y,,
CPPropertyInput.aspx,WebApplications,splScheduledPerils, Multiple Deductible,,ddlCpPfMltDedSPrlLightPct,CpPfMltDedSPrlLghtngPct,DropDownList,,,,,1.),,"1.)Proc name: uspSelect_CP_Percatge_Loss_Deductible
,Key name:PFPercent,Paramater:"," Help_Value
",,
CPPropertyInput.aspx,WebApplications,splScheduledPerils, Multiple Deductible,""" ' ""$",ddlCpPfMltDedSPrlLightAmt,CpPfMltDedSPrlLghtngAmt,DropDownList,,,,,1.),,,,,
,,,,,,,,,,,,,,,,,
CPPropertyInput.aspx,WebApplications,splScheduledPerils, Multiple Deductible,Wind &&amp; Hail,chkCpPfMltDedSPrlWindHail,"1.)CpPfMltDedSPrlWndHailInd
2.)CpPfMltDedSPrlWndHailPct
3.)CpPfMltDedSPrlWndHailAmt",CheckBox,,,,,1.),,,Y,,
CPPropertyInput.aspx,WebApplications,splScheduledPerils, Multiple Deductible,,ddlCpPfMltDedSPrlWindHailPct,CpPfMltDedSPrlWndHailPct,DropDownList,,,,,1.),,"1.)Proc name: uspSelect_CP_Percatge_Loss_Deductible
,Key name:PFPercent,Paramater:"," Help_Value
",,
CPPropertyInput.aspx,WebApplications,splScheduledPerils, Multiple Deductible,""" ' ""$",ddlCpPfMltDedSPrlWindHailAmt,CpPfMltDedSPrlWndHailAmt,DropDownList,,,,,1.),,,,,
,,,,,,,,,,,,,,,,,
CPPropertyInput.aspx,WebApplications,splScheduledPerils, Multiple Deductible,Wind,chkCpPfMltDedSPrlWind,"1.)CpPfMltDedSPrlWindInd
2.)CpPfMltDedSPrlWindPct
3.)CpPfMltDedSPrlWindAmt",CheckBox,,,,,1.),,,Y,,
CPPropertyInput.aspx,WebApplications,splScheduledPerils, Multiple Deductible,,ddlCpPfMltDedSPrlWindPct,CpPfMltDedSPrlWindPct,DropDownList,,,,,1.),,"1.)Proc name: uspSelect_CP_Percatge_Loss_Deductible
,Key name:PFPercent,Paramater:"," Help_Value
",,
CPPropertyInput.aspx,WebApplications,splScheduledPerils, Multiple Deductible,""" ' ""$",ddlCpPfMltDedSPrlWindAmt,CpPfMltDedSPrlWindAmt,DropDownList,,,,,1.),,,,,
,,,,,,,,,,,,,,,,,
